"The best hit (protein with highest percent identity) of the blastp results from the proteome of the major clonal complex  of the protein conservation analysis in Chapter 6. Subject_id: protein of the isolate along with the locus tag of the prokka output, CC : clonal complex, pct_identity: identity percentage, aln_length: aligned length of the protein, n_of_mismatches: no of mismatches, gap_openings: number of gaps found in the sequence when aligned, q_start: starting position of the query(potential vaccine candidate proteins) when aligned with subject protein, q_end: end position of the query,  s_start: starting position of the subject when aligned with query protein, s_end: ending position of the subject, e_value: number of expected hits of similar quality (score) that could be found just by chance, bit_score: sequence similarity independent of query sequence length and database size and is normalized based on the rawpairwise alignment score."													
													
													
													
													
													
													
													
													
Bifunctional autolysin (Atl)													
subject_id	CC	pct_identity	aln_length	n_of_mismatches	gap_openings	q_start	q_end	s_start	s_end	e_value	bit_score		
B098_F69_Y18_CC1_00799	CC1	100	105	0	0	1	105	1	105	1.41E-73	209		
B099_F69_Y18_CC1_02561	CC1	100	105	0	0	1	105	1	105	1.44E-73	209		
B100_F64_Y18_CC1_00008	CC1	100	105	0	0	1	105	1	105	1.43E-73	209		
B101_F64_Y18_CC1_01042	CC1	100	105	0	0	1	105	1	105	1.44E-73	209		
B102_F65_Y18_CC1_00274	CC1	100	105	0	0	1	105	1	105	1.41E-73	209		
B103_F65_Y18_CC1_01460	CC1	100	105	0	0	1	105	1	105	1.43E-73	209		
B104_F65_Y18_CC1_02238	CC1	100	105	0	0	1	105	1	105	1.42E-73	209		
B105_F65_Y18_CC1_01504	CC1	100	105	0	0	1	105	1	105	1.44E-73	209		
B106_F65_Y18_CC1_00340	CC1	100	105	0	0	1	105	1	105	1.41E-73	209		
B107_F70_Y18_CC1_01226	CC1	100	105	0	0	1	105	1	105	1.41E-73	209		
B108_F62_Y18_CC1_00337	CC1	100	105	0	0	1	105	1	105	1.41E-73	209		
B109_F62_Y18_CC1_01251	CC1	100	105	0	0	1	105	1	105	1.43E-73	209		
B111_F70_Y18_CC1_00748	CC1	100	105	0	0	1	105	1	105	1.39E-73	209		
B112_F70_Y18_CC1_00877	CC1	100	105	0	0	1	105	1	105	1.38E-73	209		
B113_F70_Y18_CC1_01695	CC1	100	105	0	0	1	105	1	105	1.46E-73	209		
B114_F66_Y18_CC1_02530	CC1	100	105	0	0	1	105	1	105	1.41E-73	209		
B115_F65_Y18_CC1_02207	CC1	100	105	0	0	1	105	1	105	1.41E-73	209		
B119_F62_Y18_CC1_01155	CC1	100	105	0	0	1	105	1	105	1.45E-73	209		
B121_F62_Y18_CC1_01338	CC1	100	105	0	0	1	105	1	105	1.41E-73	209		
B122_F71_Y18_CC1_02213	CC1	100	105	0	0	1	105	1	105	1.43E-73	209		
B123_F69_Y18_CC1_00552	CC1	100	105	0	0	1	105	1	105	1.41E-73	209		
B124_F69_Y18_CC1_02068	CC1	100	105	0	0	1	105	1	105	1.43E-73	209		
B125_F72_Y18_CC1_01583	CC1	100	105	0	0	1	105	1	105	1.41E-73	209		
B126_F73_Y18_CC1_00417	CC1	100	105	0	0	1	105	1	105	1.43E-73	209		
B127_F63_Y18_CC1_01377	CC1	100	105	0	0	1	105	1	105	1.38E-73	209		
B128_F63_Y18_CC1_01028	CC1	100	105	0	0	1	105	1	105	1.38E-73	209		
B129_F63_Y18_CC1_00579	CC1	100	105	0	0	1	105	1	105	1.39E-73	209		
B130_F74_Y02_CC1_02115	CC1	100	105	0	0	1	105	1	105	1.43E-73	209		
B133_F77_Y02_CC1_00305	CC1	100	105	0	0	1	105	1	105	1.38E-73	209		
B136_F80_Y02_CC1_02583	CC1	100	105	0	0	1	105	1	105	1.43E-73	209		
B139_F83_Y02_CC1_02652	CC1	100	105	0	0	1	105	1	105	1.47E-73	209		
B140_F84_Y02_CC1_00226	CC1	100	105	0	0	1	105	1	105	1.42E-73	209		
B142_F86_Y02_CC1_02557	CC1	100	105	0	0	1	105	1	105	1.42E-73	209		
B143_F87_Y02_CC1_02577	CC1	100	105	0	0	1	105	1	105	1.43E-73	209		
B144_F88_Y02_CC1_02517	CC1	100	105	0	0	1	105	1	105	1.41E-73	209		
B146_F90_Y02_CC1_00335	CC1	100	105	0	0	1	105	1	105	1.42E-73	209		
B147_F91_Y02_CC1_00008	CC1	100	105	0	0	1	105	1	105	1.40E-73	209		
B148_F92_Y02_CC1_02072	CC1	100	105	0	0	1	105	1	105	1.41E-73	209		
B149_F93_Y02_CC1_01269	CC1	100	105	0	0	1	105	1	105	1.42E-73	209		
B150_F94_Y02_CC1_02537	CC1	100	105	0	0	1	105	1	105	1.39E-73	209		
B152_F96_Y02_CC1_00814	CC1	100	105	0	0	1	105	1	105	1.45E-73	209		
B153_F97_Y02_CC1_01608	CC1	100	105	0	0	1	105	1	105	1.39E-73	209		
B154_F98_Y02_CC1_02030	CC1	100	105	0	0	1	105	1	105	1.43E-73	209		
B155_F99_Y02_CC1_00008	CC1	100	105	0	0	1	105	1	105	1.43E-73	209		
B156_F100_Y02_CC1_01043	CC1	100	105	0	0	1	105	1	105	1.41E-73	209		
B157_F101_Y02_CC1_00005	CC1	100	105	0	0	1	105	1	105	1.43E-73	209		
B159_F103_Y02_CC1_00713	CC1	100	105	0	0	1	105	1	105	1.39E-73	209		
B160_F104_Y02_CC1_00830	CC1	100	105	0	0	1	105	1	105	1.42E-73	209		
B161_F105_Y02_CC1_00319	CC1	100	105	0	0	1	105	1	105	1.39E-73	209		
B162_F106_Y02_CC1_00269	CC1	100	105	0	0	1	105	1	105	1.41E-73	209		
B163_F107_Y02_CC1_01083	CC1	100	105	0	0	1	105	1	105	1.41E-73	209		
B165_F109_Y02_CC1_01051	CC1	100	105	0	0	1	105	1	105	1.41E-73	209		
B166_F111_Y02_CC1_00008	CC1	100	105	0	0	1	105	1	105	1.42E-73	209		
B167_F112_Y02_CC1_01694	CC1	100	105	0	0	1	105	1	105	1.38E-73	209		
B168_F113_Y02_CC1_00002	CC1	100	105	0	0	1	105	1	105	1.41E-73	209		
B169_F114_Y02_CC1_00490	CC1	100	105	0	0	1	105	1	105	1.40E-73	209		
B170_F115_Y02_CC1_00385	CC1	100	105	0	0	1	105	1	105	1.43E-73	209		
B171_F116_Y02_CC1_01975	CC1	100	105	0	0	1	105	1	105	1.42E-73	209		
B172_F117_Y02_CC1_02155	CC1	100	105	0	0	1	105	1	105	1.44E-73	209		
B173_F118_Y02_CC1_00334	CC1	100	105	0	0	1	105	1	105	1.41E-73	209		
B174_F119_Y02_CC1_01047	CC1	100	105	0	0	1	105	1	105	1.41E-73	209		
B175_F120_Y02_CC1_00580	CC1	100	105	0	0	1	105	1	105	1.43E-73	209		
B177_F122_Y02_CC1_02029	CC1	100	105	0	0	1	105	1	105	1.43E-73	209		
B178_F123_Y02_CC1_02086	CC1	100	105	0	0	1	105	1	105	1.44E-73	209		
B181_F126_Y02_CC1_00753	CC1	100	105	0	0	1	105	1	105	1.42E-73	209		
B182_F127_Y02_CC1_01467	CC1	100	105	0	0	1	105	1	105	1.41E-73	209		
B183_F128_Y02_CC1_00424	CC1	100	105	0	0	1	105	1	105	1.39E-73	209		
B185_F130_Y02_CC1_00316	CC1	99.048	105	1	0	1	105	1	105	7.27E-73	208		
B186_F131_Y02_CC1_00267	CC1	100	105	0	0	1	105	1	105	1.39E-73	209		
B187_F132_Y02_CC1_00221	CC1	100	105	0	0	1	105	1	105	1.39E-73	209		
B188_F133_Y02_CC1_01463	CC1	100	105	0	0	1	105	1	105	1.39E-73	209		
B027_F21_Y13_CC133_00568	CC133	94.495	109	2	1	1	105	1	109	1.24E-69	200		
B176_F121_Y02_CC133_02154	CC133	94.495	109	2	1	1	105	1	109	1.22E-69	200		
B068_F56_Y18_CC151_01513	CC151	94.495	109	2	1	1	105	1	109	9.92E-70	200		
B071_F57_Y18_CC151_01084	CC151	94.495	109	2	1	1	105	1	109	9.89E-70	200		
B134_F78_Y02_CC151_00878	CC151	94.495	109	2	1	1	105	1	109	9.59E-70	200		
B145_F89_Y02_CC151_00406	CC151	94.495	109	2	1	1	105	1	109	9.57E-70	200		
B151_F95_Y02_CC151_00405	CC151	94.495	109	2	1	1	105	1	109	9.54E-70	200		
B179_F124_Y02_CC151_01181	CC151	94.495	109	2	1	1	105	1	109	9.64E-70	200		
B184_F129_Y02_CC151_01515	CC151	94.495	109	2	1	1	105	1	109	9.57E-70	200		
B001_F01_Y13_CC8_00267	CC8	91.743	109	5	1	1	105	1	109	6.04E-68	196		
B002_F01_Y13_CC8_00268	CC8	91.743	109	5	1	1	105	1	109	6.05E-68	196		
B013_F09_Y13_CC8_00267	CC8	91.743	109	5	1	1	105	1	109	6.03E-68	196		
B031_F25_Y13_CC8_01234	CC8	91.743	109	5	1	1	105	1	109	6.22E-68	196		
B135_F79_Y02_CC8_00555	CC8	92.661	109	4	1	1	105	1	109	1.18E-68	197		
B138_F82_Y02_CC8_01163	CC8	92.661	109	4	1	1	105	1	109	1.18E-68	197		
B005_F04_Y13_CC97_01824	CC97	95.413	109	1	1	1	105	1	109	1.65E-70	202		
B019_F14_Y13_CC97_01797	CC97	95.413	109	1	1	1	105	1	109	1.64E-70	202		
B025_F13_Y13_CC97_02367	CC97	95.413	109	1	1	1	105	1	109	1.68E-70	202		
B026_F20_Y13_CC97_02389	CC97	95.413	109	1	1	1	105	1	109	1.65E-70	202		
B029_F23_Y13_CC97_02197	CC97	95.413	109	1	1	1	105	1	109	1.64E-70	202		
B034_F19_Y13_CC97_02194	CC97	95.413	109	1	1	1	105	1	109	1.67E-70	202		
B046_F35_Y13_CC97_02619	CC97	95.413	109	1	1	1	105	1	109	1.67E-70	202		
B047_F36_Y13_CC97_00802	CC97	95.413	109	1	1	1	105	1	109	1.66E-70	202		
B062_F49_Y13_CC97_02265	CC97	95.413	109	1	1	1	105	1	109	1.66E-70	202		
B067_F55_Y18_CC97_01804	CC97	95.413	109	1	1	1	105	1	109	1.63E-70	202		
B069_F55_Y18_CC97_02561	CC97	95.413	109	1	1	1	105	1	109	1.63E-70	202		
B073_F55_Y18_CC97_01630	CC97	95.413	109	1	1	1	105	1	109	1.63E-70	202		
B074_F55_Y18_CC97_00816	CC97	95.413	109	1	1	1	105	1	109	1.63E-70	202		
B077_F60_Y18_CC97_02523	CC97	95.413	109	1	1	1	105	1	109	1.63E-70	202		
B079_F62_Y18_CC97_02528	CC97	94.495	109	2	1	1	105	1	109	6.82E-70	201		
B080_F62_Y18_CC97_02603	CC97	94.495	109	2	1	1	105	1	109	6.82E-70	201		
B081_F62_Y18_CC97_00004	CC97	94.495	109	2	1	1	105	1	109	6.85E-70	201		
B110_F62_Y18_CC97_02599	CC97	94.495	109	2	1	1	105	1	109	6.95E-70	201		
B116_F62_Y18_CC97_02674	CC97	94.495	109	2	1	1	105	1	109	6.93E-70	201		
B117_F62_Y18_CC97_02599	CC97	94.495	109	2	1	1	105	1	109	6.84E-70	201		
B118_F62_Y18_CC97_02651	CC97	94.495	109	2	1	1	105	1	109	6.97E-70	201		
B120_F62_Y18_CC97_02607	CC97	94.495	109	2	1	1	105	1	109	6.96E-70	201		
B131_F75_Y02_CC97_01290	CC97	95.413	109	1	1	1	105	1	109	1.67E-70	202		
B141_F85_Y02_CC97_01801	CC97	95.413	109	1	1	1	105	1	109	1.66E-70	202		
B158_F102_Y02_CC97_02632	CC97	95.413	109	1	1	1	105	1	109	1.69E-70	202		
B164_F108_Y02_CC97_02530	CC97	95.413	109	1	1	1	105	1	109	1.65E-70	202		
B180_F125_Y02_CC97_00699	CC97	95.413	109	1	1	1	105	1	109	1.70E-70	202		
													
Iron-regulated surface determinant protein B (IsdB)													
subject_id	CC	pct_identity	aln_length	n_of_mismatches	gap_openings	q_start	q_end	s_start	s_end	e_value	bit_score		
B003_F02_Y13_CC1_02427	CC1	100	645	0	0	1	645	1	645	0	1305		
B004_F03_Y13_CC1_02488	CC1	100	645	0	0	1	645	1	645	0	1305		
B006_F05_Y13_CC1_00558	CC1	100	645	0	0	1	645	1	645	0	1305		
B007_F02_Y13_CC1_02537	CC1	100	645	0	0	1	645	1	645	0	1305		
B008_F05_Y13_CC1_02407	CC1	100	645	0	0	1	645	1	645	0	1305		
B009_F07_Y13_CC1_02055	CC1	100	645	0	0	1	645	1	645	0	1305		
B010_F07_Y13_CC1_00477	CC1	100	645	0	0	1	645	1	645	0	1305		
B011_F03_Y13_CC1_02587	CC1	100	645	0	0	1	645	1	645	0	1305		
B012_F08_Y13_CC1_00555	CC1	100	645	0	0	1	645	1	645	0	1305		
B014_F10_Y13_CC1_00541	CC1	100	645	0	0	1	645	1	645	0	1305		
B016_F12_Y13_CC1_01046	CC1	100	645	0	0	1	645	1	645	0	1305		
B017_F134_Y13_CC1_00413	CC1	100	645	0	0	1	645	1	645	0	1305		
B018_F13_Y13_CC1_01133	CC1	100	645	0	0	1	645	1	645	0	1305		
B020_F15_Y13_CC1_00505	CC1	100	645	0	0	1	645	1	645	0	1305		
B021_F16_Y13_CC1_00315	CC1	100	645	0	0	1	645	1	645	0	1305		
B022_F17_Y13_CC1_01494	CC1	100	645	0	0	1	645	1	645	0	1305		
B024_F19_Y13_CC1_00001	CC1	100	645	0	0	1	645	1	645	0	1305		
B028_F22_Y13_CC1_00461	CC1	100	645	0	0	1	645	1	645	0	1305		
B030_F24_Y13_CC1_00427	CC1	100	645	0	0	1	645	1	645	0	1305		
B032_F26_Y13_CC1_00160	CC1	100	645	0	0	1	645	1	645	0	1305		
B033_F08_Y13_CC1_00258	CC1	100	645	0	0	1	645	1	645	0	1305		
B035_F27_Y13_CC1_01483	CC1	100	645	0	0	1	645	1	645	0	1305		
B036_F27_Y13_CC1_00901	CC1	100	645	0	0	1	645	1	645	0	1305		
B037_F28_Y13_CC1_00224	CC1	100	645	0	0	1	645	1	645	0	1305		
B038_F29_Y13_CC1_00029	CC1	100	645	0	0	1	645	1	645	0	1305		
B039_F29_Y13_CC1_00614	CC1	100	645	0	0	1	645	1	645	0	1305		
B040_F30_Y13_CC1_00649	CC1	100	645	0	0	1	645	1	645	0	1305		
B041_F31_Y13_CC1_01141	CC1	100	645	0	0	1	645	1	645	0	1305		
B042_F32_Y13_CC1_00267	CC1	100	645	0	0	1	645	1	645	0	1305		
B043_F33_Y13_CC1_00407	CC1	100	645	0	0	1	645	1	645	0	1305		
B044_F33_Y13_CC1_00032	CC1	100	645	0	0	1	645	1	645	0	1305		
B045_F34_Y13_CC1_02461	CC1	99.845	645	1	0	1	645	1	645	0	1302		
B047_F37_Y13_CC1_00520	CC1	100	645	0	0	1	645	1	645	0	1305		
B048_F37_Y13_CC1_00393	CC1	100	645	0	0	1	645	1	645	0	1305		
B050_F39_Y13_CC1_00797	CC1	99.845	645	1	0	1	645	1	645	0	1302		
B051_F40_Y13_CC1_00782	CC1	100	645	0	0	1	645	1	645	0	1305		
B052_F41_Y13_CC1_00739	CC1	99.845	645	1	0	1	645	1	645	0	1304		
B053_F06_Y13_CC1_00460	CC1	100	645	0	0	1	645	1	645	0	1305		
B054_F42_Y13_CC1_00805	CC1	100	645	0	0	1	645	1	645	0	1305		
B055_F43_Y13_CC1_00183	CC1	100	645	0	0	1	645	1	645	0	1305		
B056_F44_Y13_CC1_00512	CC1	99.845	645	1	0	1	645	1	645	0	1303		
B057_F45_Y13_CC1_00364	CC1	100	645	0	0	1	645	1	645	0	1305		
B058_F46_Y13_CC1_00475	CC1	100	645	0	0	1	645	1	645	0	1305		
B059_F47_Y13_CC1_00585	CC1	100	645	0	0	1	645	1	645	0	1305		
B060_F48_Y13_CC1_00066	CC1	100	645	0	0	1	645	1	645	0	1305		
B061_F48_Y13_CC1_00032	CC1	100	645	0	0	1	645	1	645	0	1305		
B063_F50_Y13_CC1_00554	CC1	100	645	0	0	1	645	1	645	0	1305		
B064_F51_Y13_CC1_01747	CC1	99.845	645	1	0	1	645	1	645	0	1302		
B065_F52_Y13_CC1_01562	CC1	99.845	645	1	0	1	645	1	645	0	1302		
B066_F54_Y18_CC1_00720	CC1	100	645	0	0	1	645	1	645	0	1305		
B070_F54_Y18_CC1_01063	CC1	100	645	0	0	1	645	1	645	0	1305		
B076_F59_Y18_CC1_00909	CC1	100	645	0	0	1	645	1	645	0	1305		
B078_F61_Y18_CC1_02307	CC1	100	645	0	0	1	645	1	645	0	1305		
B082_F63_Y18_CC1_00247	CC1	100	645	0	0	1	645	1	645	0	1305		
B083_F63_Y18_CC1_00244	CC1	100	645	0	0	1	645	1	645	0	1305		
B084_F64_Y18_CC1_00509	CC1	100	645	0	0	1	645	1	645	0	1305		
B085_F65_Y18_CC1_01620	CC1	100	645	0	0	1	645	1	645	0	1305		
B086_F66_Y18_CC1_01811	CC1	100	645	0	0	1	645	1	645	0	1305		
B087_F65_Y18_CC1_02264	CC1	100	645	0	0	1	645	1	645	0	1305		
B088_F65_Y18_CC1_00037	CC1	100	645	0	0	1	645	1	645	0	1305		
B089_F65_Y18_CC1_01756	CC1	100	645	0	0	1	645	1	645	0	1305		
B090_F67_Y18_CC1_01131	CC1	100	645	0	0	1	645	1	645	0	1305		
B091_F67_Y18_CC1_01386	CC1	100	645	0	0	1	645	1	645	0	1305		
B092_F65_Y18_CC1_01275	CC1	100	645	0	0	1	645	1	645	0	1305		
B093_F65_Y18_CC1_01729	CC1	100	645	0	0	1	645	1	645	0	1305		
B094_F65_Y18_CC1_02404	CC1	100	645	0	0	1	645	1	645	0	1305		
B095_F68_Y18_CC1_00904	CC1	100	645	0	0	1	645	1	645	0	1305		
B096_F68_Y18_CC1_02086	CC1	100	645	0	0	1	645	1	645	0	1305		
B097_F63_Y18_CC1_00029	CC1	100	645	0	0	1	645	1	645	0	1305		
B098_F69_Y18_CC1_00823	CC1	100	645	0	0	1	645	1	645	0	1305		
B099_F69_Y18_CC1_00314	CC1	100	645	0	0	1	645	1	645	0	1305		
B100_F64_Y18_CC1_00032	CC1	100	645	0	0	1	645	1	645	0	1305		
B101_F64_Y18_CC1_01018	CC1	100	645	0	0	1	645	1	645	0	1305		
B102_F65_Y18_CC1_00299	CC1	100	645	0	0	1	645	1	645	0	1305		
B103_F65_Y18_CC1_01484	CC1	100	645	0	0	1	645	1	645	0	1305		
B104_F65_Y18_CC1_02262	CC1	99.845	645	1	0	1	645	1	645	0	1302		
B105_F65_Y18_CC1_01480	CC1	100	645	0	0	1	645	1	645	0	1305		
B106_F65_Y18_CC1_00316	CC1	100	645	0	0	1	645	1	645	0	1305		
B107_F70_Y18_CC1_01202	CC1	100	645	0	0	1	645	1	645	0	1305		
B108_F62_Y18_CC1_00313	CC1	100	645	0	0	1	645	1	645	0	1305		
B109_F62_Y18_CC1_01275	CC1	100	645	0	0	1	645	1	645	0	1305		
B111_F70_Y18_CC1_00772	CC1	100	645	0	0	1	645	1	645	0	1305		
B112_F70_Y18_CC1_00901	CC1	100	645	0	0	1	645	1	645	0	1305		
B113_F70_Y18_CC1_01671	CC1	100	645	0	0	1	645	1	645	0	1305		
B114_F66_Y18_CC1_00334	CC1	100	645	0	0	1	645	1	645	0	1305		
B115_F65_Y18_CC1_02231	CC1	100	645	0	0	1	645	1	645	0	1305		
B119_F62_Y18_CC1_01131	CC1	100	645	0	0	1	645	1	645	0	1305		
B121_F62_Y18_CC1_01362	CC1	100	645	0	0	1	645	1	645	0	1305		
B122_F71_Y18_CC1_02036	CC1	100	645	0	0	1	645	1	645	0	1305		
B123_F69_Y18_CC1_00528	CC1	100	645	0	0	1	645	1	645	0	1305		
B124_F69_Y18_CC1_02092	CC1	100	645	0	0	1	645	1	645	0	1305		
B125_F72_Y18_CC1_01559	CC1	100	645	0	0	1	645	1	645	0	1305		
B126_F73_Y18_CC1_00393	CC1	100	645	0	0	1	645	1	645	0	1305		
B127_F63_Y18_CC1_01401	CC1	100	645	0	0	1	645	1	645	0	1305		
B128_F63_Y18_CC1_01052	CC1	100	645	0	0	1	645	1	645	0	1305		
B129_F63_Y18_CC1_00555	CC1	100	645	0	0	1	645	1	645	0	1305		
B130_F74_Y02_CC1_01230	CC1	100	645	0	0	1	645	1	645	0	1305		
B133_F77_Y02_CC1_00281	CC1	100	645	0	0	1	645	1	645	0	1305		
B136_F80_Y02_CC1_00214	CC1	100	645	0	0	1	645	1	645	0	1305		
B139_F83_Y02_CC1_01296	CC1	99.845	645	1	0	1	645	1	645	0	1303		
B140_F84_Y02_CC1_00250	CC1	100	645	0	0	1	645	1	645	0	1305		
B142_F86_Y02_CC1_02126	CC1	100	645	0	0	1	645	1	645	0	1305		
B143_F87_Y02_CC1_00718	CC1	100	645	0	0	1	645	1	645	0	1305		
B144_F88_Y02_CC1_00267	CC1	100	645	0	0	1	645	1	645	0	1305		
B146_F90_Y02_CC1_00311	CC1	100	645	0	0	1	645	1	645	0	1305		
B147_F91_Y02_CC1_00032	CC1	100	645	0	0	1	645	1	645	0	1305		
B148_F92_Y02_CC1_02096	CC1	100	645	0	0	1	645	1	645	0	1305		
B149_F93_Y02_CC1_01293	CC1	100	645	0	0	1	645	1	645	0	1305		
B150_F94_Y02_CC1_00197	CC1	100	645	0	0	1	645	1	645	0	1305		
B152_F96_Y02_CC1_00790	CC1	100	645	0	0	1	645	1	645	0	1305		
B153_F97_Y02_CC1_01632	CC1	100	645	0	0	1	645	1	645	0	1305		
B154_F98_Y02_CC1_02006	CC1	99.845	645	1	0	1	645	1	645	0	1302		
B155_F99_Y02_CC1_00032	CC1	100	645	0	0	1	645	1	645	0	1305		
B156_F100_Y02_CC1_01067	CC1	100	645	0	0	1	645	1	645	0	1305		
B157_F101_Y02_CC1_00029	CC1	100	645	0	0	1	645	1	645	0	1305		
B159_F103_Y02_CC1_00737	CC1	100	645	0	0	1	645	1	645	0	1305		
B160_F104_Y02_CC1_00806	CC1	100	645	0	0	1	645	1	645	0	1305		
B161_F105_Y02_CC1_00343	CC1	100	645	0	0	1	645	1	645	0	1305		
B162_F106_Y02_CC1_00245	CC1	100	645	0	0	1	645	1	645	0	1305		
B163_F107_Y02_CC1_01107	CC1	99.845	645	1	0	1	645	1	645	0	1304		
B165_F109_Y02_CC1_01027	CC1	100	645	0	0	1	645	1	645	0	1305		
B166_F111_Y02_CC1_00032	CC1	100	645	0	0	1	645	1	645	0	1305		
B167_F112_Y02_CC1_01670	CC1	100	645	0	0	1	645	1	645	0	1305		
B168_F113_Y02_CC1_00026	CC1	100	645	0	0	1	645	1	645	0	1305		
B169_F114_Y02_CC1_00514	CC1	100	645	0	0	1	645	1	645	0	1305		
B170_F115_Y02_CC1_00361	CC1	100	645	0	0	1	645	1	645	0	1305		
B171_F116_Y02_CC1_01951	CC1	100	645	0	0	1	645	1	645	0	1305		
B172_F117_Y02_CC1_02131	CC1	100	645	0	0	1	645	1	645	0	1305		
B173_F118_Y02_CC1_00310	CC1	100	645	0	0	1	645	1	645	0	1305		
B174_F119_Y02_CC1_01071	CC1	100	645	0	0	1	645	1	645	0	1305		
B175_F120_Y02_CC1_00604	CC1	100	645	0	0	1	645	1	645	0	1305		
B177_F122_Y02_CC1_00452	CC1	99.845	645	1	0	1	645	1	645	0	1303		
B178_F123_Y02_CC1_02062	CC1	100	645	0	0	1	645	1	645	0	1305		
B181_F126_Y02_CC1_00729	CC1	100	645	0	0	1	645	1	645	0	1305		
B182_F127_Y02_CC1_01491	CC1	100	645	0	0	1	645	1	645	0	1305		
B183_F128_Y02_CC1_00400	CC1	100	645	0	0	1	645	1	645	0	1305		
B185_F130_Y02_CC1_00340	CC1	100	645	0	0	1	645	1	645	0	1305		
B186_F131_Y02_CC1_00243	CC1	100	645	0	0	1	645	1	645	0	1305		
B187_F132_Y02_CC1_00197	CC1	100	645	0	0	1	645	1	645	0	1305		
B188_F133_Y02_CC1_01439	CC1	100	645	0	0	1	645	1	645	0	1305		
B027_F21_Y13_CC133_00544	CC133	95.969	645	22	2	1	645	1	641	0	1248		
B176_F121_Y02_CC133_02494	CC133	96.737	521	17	0	125	645	1	521	0	1035		
B068_F56_Y18_CC151_01489	CC151	94.264	645	21	2	1	645	1	629	0	1224		
B071_F57_Y18_CC151_01060	CC151	94.264	645	21	2	1	645	1	629	0	1224		
B134_F78_Y02_CC151_00902	CC151	94.109	645	22	2	1	645	1	629	0	1221		
B145_F89_Y02_CC151_00382	CC151	94.264	645	21	2	1	645	1	629	0	1224		
B151_F95_Y02_CC151_00381	CC151	94.264	645	21	2	1	645	1	629	0	1224		
B179_F124_Y02_CC151_01157	CC151	94.264	645	21	2	1	645	1	629	0	1224		
B184_F129_Y02_CC151_01539	CC151	94.264	645	21	2	1	645	1	629	0	1224		
B001_F01_Y13_CC8_00243	CC8	100	645	0	0	1	645	1	645	0	1305		
B002_F01_Y13_CC8_00244	CC8	100	645	0	0	1	645	1	645	0	1305		
B013_F09_Y13_CC8_00243	CC8	100	645	0	0	1	645	1	645	0	1305		
B031_F25_Y13_CC8_01210	CC8	100	645	0	0	1	645	1	645	0	1305		
B135_F79_Y02_CC8_00580	CC8	99.845	645	1	0	1	645	1	645	0	1304		
B138_F82_Y02_CC8_01188	CC8	100	645	0	0	1	645	1	645	0	1305		
B005_F04_Y13_CC97_01848	CC97	98.76	645	7	1	1	645	1	644	0	1285		
B019_F14_Y13_CC97_01773	CC97	98.76	645	7	1	1	645	1	644	0	1285		
B025_F13_Y13_CC97_02343	CC97	98.76	645	7	1	1	645	1	644	0	1285		
B026_F20_Y13_CC97_02365	CC97	98.76	645	7	1	1	645	1	644	0	1285		
B029_F23_Y13_CC97_02221	CC97	98.76	645	7	1	1	645	1	644	0	1285		
B034_F19_Y13_CC97_02170	CC97	98.76	645	7	1	1	645	1	644	0	1285		
B046_F35_Y13_CC97_02431	CC97	98.76	645	7	1	1	645	1	644	0	1285		
B047_F36_Y13_CC97_02626	CC97	98.76	645	7	1	1	645	1	644	0	1285		
B062_F49_Y13_CC97_02289	CC97	98.76	645	7	1	1	645	1	644	0	1285		
B067_F55_Y18_CC97_01780	CC97	98.76	645	7	1	1	645	1	644	0	1285		
B069_F55_Y18_CC97_01318	CC97	98.76	645	7	1	1	645	1	644	0	1285		
B073_F55_Y18_CC97_01606	CC97	98.76	645	7	1	1	645	1	644	0	1285		
B074_F55_Y18_CC97_00840	CC97	98.76	645	7	1	1	645	1	644	0	1285		
B077_F60_Y18_CC97_01044	CC97	98.76	645	7	1	1	645	1	644	0	1285		
B079_F62_Y18_CC97_01520	CC97	98.605	645	8	1	1	645	1	644	0	1284		
B080_F62_Y18_CC97_02097	CC97	98.605	645	8	1	1	645	1	644	0	1284		
B081_F62_Y18_CC97_02254	CC97	98.605	645	8	1	1	645	1	644	0	1284		
B110_F62_Y18_CC97_01926	CC97	98.605	645	8	1	1	645	1	644	0	1284		
B116_F62_Y18_CC97_01261	CC97	98.605	645	8	1	1	645	1	644	0	1284		
B117_F62_Y18_CC97_01629	CC97	98.605	645	8	1	1	645	1	644	0	1284		
B118_F62_Y18_CC97_01871	CC97	98.605	645	8	1	1	645	1	644	0	1284		
B120_F62_Y18_CC97_02035	CC97	98.605	645	8	1	1	645	1	644	0	1284		
B131_F75_Y02_CC97_01266	CC97	98.76	645	7	1	1	645	1	644	0	1285		
B141_F85_Y02_CC97_01825	CC97	98.76	645	7	1	1	645	1	644	0	1285		
B158_F102_Y02_CC97_01832	CC97	98.605	645	8	1	1	645	1	644	0	1282		
B164_F108_Y02_CC97_00475	CC97	98.76	645	7	1	1	645	1	644	0	1285		
B180_F125_Y02_CC97_00675	CC97	98.76	645	7	1	1	645	1	644	0	1285		
													
Iron-regulated surface determinant protein A (IsdA)													
subject_id	CC	pct_identity	aln_length	n_of_mismatches	gap_openings	q_start	q_end	s_start	s_end	e_value	bit_score		
B003_F02_Y13_CC1_02426	CC1	100	350	0	0	1	350	1	350	0	706		
B004_F03_Y13_CC1_02487	CC1	99.714	350	1	0	1	350	1	350	0	704		
